transaction_id,date,raw_text,clean_keyword,category,subcategory,label,amount,type,noise_type
TXN4387079428,2025-10-10,T-MOBILE 11/20 AUTH473,t-mobile,Bills & Utilities,Internet,Bills & Utilities > Internet,108.31,debit,clean_template
TXN9011632012,2025-02-12,RECURRING PIZZA JUNE,pizza,Food & Dining,Restaurants,Food & Dining > Restaurants,116.56,debit,clean_template
TXN2539446177,2025-08-11,VENMO 11/02 AUH148,venmo,Income,Transfers,Income > Transfers,84.92,credit,typo_light
TXN5664609119,2025-03-09,UPWORK 11/01 AUTH646 PENDING,upwork,Income,Freelance,Income > Freelance,1244.38,credit,heavy_template
TXN1913929925,2025-08-09,POS UITLITY WY 4192 2073pi,utility,Bills & Utilities,Electricity,Bills & Utilities > Electricity,284.43,debit,heavy_noise
TXN2226085317,2025-08-06,UNIQLO * 10Xh37,uniqlo,Shopping,Clothing,Shopping > Clothing,131.98,debit,clean_template
TXN3503781890,2025-09-17,MOBILE SAFEWAY APP 878,safeway,Food & Dining,Groceries,Food & Dining > Groceries,189.5,debit,clean_template
TXN8183485937,2024-12-23,SOLAR * 11oz42,solar,Bills & Utilities,Electricity,Bills & Utilities > Electricity,100.69,debit,clean_template
TXN8347543693,2025-06-09,1339 ONLINE PAYMENT APPLE 9252352 PENDING,apple,Shopping,Electronics,Shopping > Electronics,506.65,debit,heavy_template
TXN2379620786,2024-11-26,Paypal 2025-02-16,paypal,Income,Transfers,Income > Transfers,1403.83,credit,clean_template
TXN6813857834,2024-11-24,SAFEWAY 11/20 AUTH337,safeway,Food & Dining,Groceries,Food & Dining > Groceries,188.43,debit,clean_template
TXN7117594374,2025-02-04,CHK PAYPAL *ZARA 121 ID:181,zara,Shopping,Clothing,Shopping > Clothing,23.9,debit,heavy_template
TXN2852740432,2025-04-08,CONTACTLESS SOLAR CHIP198,solar,Bills & Utilities,Electricity,Bills & Utilities > Electricity,93.7,debit,clean_template
TXN4266598812,2025-11-07,POS PURCHASE STARBUCKS AMYCHESTER,starbucks,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,4.73,debit,clean_template
TXN5979142346,2025-04-13,MOBILE ELECTRIC APP 021,electric,Bills & Utilities,Electricity,Bills & Utilities > Electricity,153.38,debit,clean_template
TXN0982324830,2025-06-26,AQUA 11/03 AUTH8924,aqua,Bills & Utilities,Water,Bills & Utilities > Water,32.35,debit,typo_light
TXN4866079865,2025-09-28,ARBYS * 80Oh53,arbys,Food & Dining,Fast Food,Food & Dining > Fast Food,17.6,debit,clean_template
TXN7890703496,2025-04-19,CHK ONLINE PAYMENT CONEDISON 0760832 PENDING,conedison,Bills & Utilities,Electricity,Bills & Utilities > Electricity,108.58,debit,heavy_template
TXN0957103300,2025-11-18,CHK CHECKCARD 2025-07-27 MACYS ID:912,macys,Shopping,Department Stores,Shopping > Department Stores,241.39,debit,heavy_template
TXN6508594282,2025-08-08,PENDING PAYPAL *DIVIDEND 843 ID:111,dividend,Income,Investments,Income > Investments,119.56,credit,heavy_template
TXN2554786337,2025-01-09,ELECTRONICS,electronics,Shopping,Electronics,Shopping > Electronics,1981.33,debit,clean_template
TXN7801418055,2025-04-26,RECURRING ESPRESSO JULY,espresso,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,3.65,debit,clean_template
TXN8448590039,2025-02-02,MOBILE WATER APP 208,water,Bills & Utilities,Water,Bills & Utilities > Water,72.3,debit,clean_template
TXN5452966194,2025-03-28,CHECKCARD 2025-01-21 INTERESfT,interest,Income,Investments,Income > Investments,30.0,credit,typo_light
TXN4058717390,2025-04-20,CHECKCARD 2025-10-22 ZARA,zara,Shopping,Clothing,Shopping > Clothing,28.54,debit,clean_template
TXN0583291645,2025-09-12,RECURRING ENERGY MARCH,energy,Bills & Utilities,Electricity,Bills & Utilities > Electricity,83.39,debit,clean_template
TXN7392086400,2024-12-25,CHECKCARD 2025-11-01 FUEL,fuel,Transportation,Fuel,Transportation > Fuel,92.9,debit,clean_template
TXN7796058657,2025-02-21,INTL BISTRO PT FEE21,bistro,Food & Dining,Restaurants,Food & Dining > Restaurants,25.36,debit,clean_template
TXN4709562268,2024-11-26,RECU1RRING FIDELITY MAY,fidelity,Income,Investments,Income > Investments,131.25,credit,typo_light
TXN9753393185,2025-11-02,MOBILE CAB APP 822,cab,Transportation,Rideshare,Transportation > Rideshare,64.09,debit,clean_template
TXN2354087443,2024-12-11,Electric 2025-10-26,electric,Bills & Utilities,Electricity,Bills & Utilities > Electricity,102.12,debit,clean_template
TXN4612070652,2025-10-16,CONTACTLESS SEARS CHIP668,sears,Shopping,Department Stores,Shopping > Department Stores,115.86,debit,clean_template
TXN5068169081,2025-08-07,TFRARKING,parking,Transportation,Parking,Transportation > Parking,23.33,debit,heavy_noise
TXN8022391073,2025-07-05,CONTACTLESS AMZN CHIP888,amzn,Shopping,E-Commerce,Shopping > E-Commerce,114.03,debit,clean_template
TXN2155543774,2025-07-13,MOBILE AMAZON APP 951,amazon,Shopping,E-Commerce,Shopping > E-Commerce,138.27,debit,clean_template
TXN8638596815,2025-01-24,Kz1 VERIZON STORE 799,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,103.63,debit,clean_template
TXN7855640524,2025-02-18,INTL ELECTRIC ID FEE931,electric,Bills & Utilities,Electricity,Bills & Utilities > Electricity,100.29,debit,typo_light
TXN8863254403,2025-03-27,PENDING INTL PAYPAL SR FEE27 REF:YT63,paypal,Income,Transfers,Income > Transfers,50.98,credit,heavy_template
TXN1450997407,2025-03-08,XT1 DIVIDEND STORE 180,dividend,Income,Investments,Income > Investments,462.46,credit,clean_template
TXN6544561953,2025-05-19,POS PURaCHASE WAGES HORNSIDE,wages,Income,Salary,Income > Salary,8250.65,credit,typo_light
TXN6297364962,2025-09-16,284 WENDYS INV6379,wendys,Food & Dining,Fast Food,Food & Dining > Fast Food,19.67,debit,clean_template
TXN2950632293,2025-07-18,PENDING RECURRING EBAY JANUARY REF:uo45,ebay,Shopping,E-Commerce,Shopping > E-Commerce,293.99,debit,heavy_template
TXN8479084966,2025-05-09,CHK FREELANCE * 35cS45 REF:JP27,freelance,Income,Freelance,Income > Freelance,527.08,credit,heavy_template
TXN2625094743,2025-05-25,PAYPAL *VODAONE 629,vodafone,Bills & Utilities,Internet,Bills & Utilities > Internet,68.68,debit,typo_light
TXN9047498486,2025-05-15,CONTACTLESS POWER CHIP635,power,Bills & Utilities,Electricity,Bills & Utilities > Electricity,270.18,debit,clean_template
TXN1737951046,2025-10-22,CONTACTLESS FUEL CHIP231,fuel,Transportation,Fuel,Transportation > Fuel,90.09,debit,clean_template
TXN0454636870,2025-03-16,CONTACTLESS SPECTRUM gCHIP556,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,67.96,debit,typo_light
TXN9598547003,2025-08-01,ONLINE PAYMENT WAGES 6352921,wages,Income,Salary,Income > Salary,6710.24,credit,clean_template
TXN3017997740,2025-06-15,POS PURCHASE ENERGY LAKE ROBERT,energy,Bills & Utilities,Electricity,Bills & Utilities > Electricity,135.16,debit,clean_template
TXN7409376795,2025-03-19,INTL SPECTRUM ID FEE46,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,111.96,debit,clean_template
TXN2882303894,2025-11-17,COMPUTER * 26iC08,computer,Shopping,Electronics,Shopping > Electronics,71.79,debit,clean_template
TXN6504950679,2025-05-19,CHK CONTACTLESS DUNKIN CHIP625 REF:IE48,dunkin,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,11.09,debit,heavy_template
TXN4765671635,2024-12-05,AT&T OR 77886,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,67.66,debit,clean_template
TXN8750937624,2025-08-17,MOBILE POWER APP 958,power,Bills & Utilities,Electricity,Bills & Utilities > Electricity,133.43,debit,clean_template
TXN2265691512,2025-10-28,PAYPAL *FIVERR 807,fiverr,Income,Freelance,Income > Freelance,1500.05,credit,clean_template
TXN3312404818,2025-07-12,COPMUTER,computer,Shopping,Electronics,Shopping > Electronics,1043.73,debit,typo_light
TXN5632984959,2024-12-27,MOBILE INVESTMENT APPt 399,investment,Income,Investments,Income > Investments,397.86,credit,typo_light
TXN4405561847,2025-06-08,T-MOBILE 11/07 AUTH450,t-mobile,Bills & Utilities,Internet,Bills & Utilities > Internet,118.44,debit,clean_template
TXN0555107759,2025-05-11,POS PURCHASE PARKING PORT BECKYBURY,parking,Transportation,Parking,Transportation > Parking,13.66,debit,clean_template
TXN1964567716,2025-10-17,CONTACTLES SNIKE CHIP896,nike,Shopping,Clothing,Shopping > Clothing,71.04,debit,typo_light
TXN4683227139,2025-05-27,5099 PAYPAL *AT&T 323,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,131.26,debit,heavy_template
TXN1115869530,2025-03-23,MOBILEA PPLE APP 334,apple,Shopping,Electronics,Shopping > Electronics,1949.67,debit,typo_light
TXN5810516149,2025-04-11,Taoc bell 2025-08-01,taco bell,Food & Dining,Fast Food,Food & Dining > Fast Food,18.06,debit,typo_light
TXN9066833301,2025-01-11,RECURRING ETSY SEPTEMBER,etsy,Shopping,E-Commerce,Shopping > E-Commerce,269.02,debit,clean_template
TXN3530563025,2024-12-18,6476 POS PURCHASE COSTA SOUTH JAMESMOUTH PENDING,costa,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,4.18,debit,heavy_template
TXN2777924951,2025-09-29,POS PURCHASE DOMINOS MARYLAND ID:318,dominos,Food & Dining,Restaurants,Food & Dining > Restaurants,27.39,debit,heavy_template
TXN6034377100,2025-03-09,BURGER KING WA 286587,burger king,Food & Dining,Restaurants,Food & Dining > Restaurants,81.46,debit,typo_light
TXN3920233197,2025-06-15,POS UPRCHASE INVESTMENT BENTVIEW,investment,Income,Investments,Income > Investments,175.91,credit,heavy_noise
TXN7271642125,2025-09-11,PENDING RECURRING TECH APRIL REF:kf47,tech,Shopping,Electronics,Shopping > Electronics,215.65,debit,heavy_template
TXN2476141961,2025-07-14,RECURRING CONTRACT JULY,contract,Income,Freelance,Income > Freelance,1446.28,credit,clean_template
TXN3185860642,2025-09-14,CHECKCARD 2025-10-52 SHELL,shell,Transportation,Fuel,Transportation > Fuel,68.11,debit,typo_light
TXN3966145438,2025-02-09,PAYPAL *APPLE 221,apple,Shopping,Electronics,Shopping > Electronics,652.22,debit,clean_template
TXN7059970434,2025-06-17,PENDING PARKING * 36RE19 REF:HQ34,parking,Transportation,Parking,Transportation > Parking,35.82,debit,heavy_template
TXN8907189267,2025-04-01,CHIPOTLE 11/07 AUTH982,chipotle,Food & Dining,Restaurants,Food & Dining > Restaurants,69.38,debit,clean_template
TXN8849389388,2025-05-16,RECURRING TRADER JOES SEPTEmMBER,trader joes,Food & Dining,Groceries,Food & Dining > Groceries,148.61,debit,typo_light
TXN6955405780,2024-11-29,WHOLE FOODS f11/13 AUTH107,whole foods,Food & Dining,Groceries,Food & Dining > Groceries,212.38,debit,typo_light
TXN9897705462,2024-11-22,PENDING FIVERR GU 07950,fiverr,Income,Freelance,Income > Freelance,1014.13,credit,heavy_template
TXN8312532414,2025-03-02,AT&T 11/01 AUTH632,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,147.47,debit,clean_template
TXN5912661996,2025-06-06,PENDING CHECKCARD 2025-07-30 INTEREST ID:483,interest,Income,Investments,Income > Investments,354.77,credit,heavy_template
TXN9009560870,2025-08-09,221 MOBILE INV7583,mobile,Bills & Utilities,Phone,Bills & Utilities > Phone,146.18,debit,clean_template
TXN0623340237,2025-02-11,CONTACTLESS BISTRO CHIP462,bistro,Food & Dining,Restaurants,Food & Dining > Restaurants,53.66,debit,clean_template
TXN1900140046,2025-02-26,ONLINE PAYMENT SAyLARY 1162398,salary,Income,Salary,Income > Salary,2017.22,credit,typo_light
TXN6519406225,2025-07-29,MTA * 12JL17,mta,Transportation,Public Transit,Transportation > Public Transit,11.07,debit,clean_template
TXN7223168131,2025-08-09,CAFE,cafe,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,5.81,debit,clean_template
TXN6267860692,2025-06-08,PAYAPL *SUBWAY 835,subway,Transportation,Public Transit,Transportation > Public Transit,4.56,debit,typo_light
TXN6831827012,2025-05-06,PARKING REF:BR98,parking,Transportation,Parking,Transportation > Parking,27.28,debit,heavy_template
TXN8253531105,2025-01-21,DIVIDEND 11/50 AUTH173,dividend,Income,Investments,Income > Investments,310.9,credit,typo_light
TXN3651208672,2025-04-15,PAYPAL *VLET 792,valet,Transportation,Parking,Transportation > Parking,13.86,debit,typo_light
TXN8495182082,2025-08-13,CHK DL7 COSTA STORE 845 PENDING,costa,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,6.63,debit,heavy_template
TXN0938052192,2025-02-25,502 FREELANCE INV4259,freelance,Income,Freelance,Income > Freelance,2009.62,credit,clean_template
TXN4202133835,2025-01-20,ONLINE PAYMENT KOHLS 6065142,kohls,Shopping,Department Stores,Shopping > Department Stores,135.38,debit,clean_template
TXN2672034319,2025-07-15,RECURRING LT MARCH,lot,Transportation,Parking,Transportation > Parking,42.8,debit,typo_light
TXN6151133988,2025-10-29,INTL COMCAST GW FEE15,comcast,Bills & Utilities,Internet,Bills & Utilities > Internet,64.96,debit,clean_template
TXN5345575628,2025-05-11,Ebay 2025-07-30 REF:ZV07,ebay,Shopping,E-Commerce,Shopping > E-Commerce,190.71,debit,heavy_template
TXN3387393820,2025-10-12,MOBILE EXXON APP 705,exxon,Transportation,Fuel,Transportation > Fuel,51.7,debit,clean_template
TXN8653224394,2025-06-07,CHK ONLINE PAYMENT CONEDISON 5404350 REF:LQ31,conedison,Bills & Utilities,Electricity,Bills & Utilities > Electricity,127.33,debit,heavy_template
TXN6198991925,2025-04-28,RECURRING FIVERR JUNE,fiverr,Income,Freelance,Income > Freelance,1737.67,credit,clean_template
TXN9173581400,2024-12-02,CHK ETSY 11/13 AUTH129,etsy,Shopping,E-Commerce,Shopping > E-Commerce,262.79,debit,heavy_template
TXN2999010350,2025-08-29,FUEL,fuel,Transportation,Fuel,Transportation > Fuel,104.61,debit,clean_template
TXN0467663726,2025-10-09,202 H&M INV1455,h&m,Shopping,Clothing,Shopping > Clothing,182.7,debit,clean_template
TXN9380252758,2025-04-04,CHK CONTACTLESS EBAY CHIP091 PENDING,ebay,Shopping,E-Commerce,Shopping > E-Commerce,274.25,debit,heavy_template
TXN3556863773,2024-11-30,Valet 2025-11-19,valet,Transportation,Parking,Transportation > Parking,23.8,debit,clean_template
TXN0501495802,2025-11-17,PAYPAL *CASH APP 236,cash app,Income,Transfers,Income > Transfers,1330.13,credit,clean_template
TXN0246925731,2024-12-08,Amazon 2025-01-08,amazon,Shopping,E-Commerce,Shopping > E-Commerce,249.78,debit,clean_template
TXN7209543551,2025-09-11,ONLINE PAYMEN APPAREL5 005022 CONFIRMED,apparel,Shopping,Clothing,Shopping > Clothing,23.97,debit,heavy_noise
TXN4771241407,2025-09-29,Verizon 2025-09-08,verizon,Bills & Utilities,Internet,Bills & Utilities > Internet,65.43,debit,clean_template
TXN0442071635,2024-12-04,RECURRING VENMO JUNE,venmo,Income,Transfers,Income > Transfers,553.5,credit,clean_template
TXN0940260243,2025-08-04,POS PURCHASE AQUA HERRERALAND,aqua,Bills & Utilities,Water,Bills & Utilities > Water,60.1,debit,clean_template
TXN9542843415,2025-05-15,ONLINE PAYMENT AT&T 6269175,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,76.62,debit,clean_template
TXN3855686642,2025-09-29,ARBYS FM 45219,arbys,Food & Dining,Fast Food,Food & Dining > Fast Food,21.18,debit,clean_template
TXN1466491184,2025-05-30,CHK TARGET * 68iu32 ID:703,target,Shopping,Department Stores,Shopping > Department Stores,95.98,debit,heavy_template
TXN4825229948,2025-07-06,Jcpenney 2025-06-30,jcpenney,Shopping,Department Stores,Shopping > Department Stores,221.5,debit,clean_template
TXN2128066453,2025-01-27,TIM HORTONS * 68St84,tim hortons,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,8.57,debit,clean_template
TXN1744829670,2025-06-19,PAYPLA *TAXI 151,taxi,Transportation,Rideshare,Transportation > Rideshare,32.96,debit,typo_light
TXN9480126046,2025-08-26,POS PURCHASE LYFT SMITHFORT REF:vz49,lyft,Transportation,Rideshare,Transportation > Rideshare,68.48,debit,heavy_template
TXN2312878671,2025-08-05,CHK SUBWAY,subway,Transportation,Public Transit,Transportation > Public Transit,22.05,debit,heavy_template
TXN6915098087,2025-09-07,SPRINT 11/01 AUTH967,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,120.21,debit,clean_template
TXN1885876726,2025-10-20,POS PURCHASE WALMART WEST REBEKAHPORT,walmart,Food & Dining,Groceries,Food & Dining > Groceries,223.71,debit,clean_template
TXN6515839878,2025-10-02,CHECKCARD 2025-10-18 OLA,ola,Transportation,Rideshare,Transportation > Rideshare,41.42,debit,clean_template
TXN6007293286,2025-01-06,H&M 11/03 AUTH509,h&m,Shopping,Clothing,Shopping > Clothing,148.26,debit,clean_template
TXN5331632602,2025-07-25,DIVIDEND,dividend,Income,Investments,Income > Investments,141.05,credit,clean_template
TXN2050066906,2025-02-23,PENDING CONTACTLESS AMAZON CHIP024 REF:NW48,amazon,Shopping,E-Commerce,Shopping > E-Commerce,178.56,debit,heavy_template
TXN4722731872,2025-08-30,CONTACTLESS AMAZO NCHIP730,amazon,Shopping,E-Commerce,Shopping > E-Commerce,178.6,debit,typo_light
TXN0754803434,2025-10-08,GARAGE,garage,Transportation,Parking,Transportation > Parking,12.43,debit,clean_template
TXN0643830064,2025-05-21,613 EDISON INVy1236,edison,Bills & Utilities,Electricity,Bills & Utilities > Electricity,151.47,debit,typo_light
TXN3716705428,2025-01-30,XferE NEGY GU 85682 CONFIRMED,energy,Bills & Utilities,Electricity,Bills & Utilities > Electricity,286.85,debit,heavy_noise
TXN6616660986,2024-12-25,Zara 2025-06-11,zara,Shopping,Clothing,Shopping > Clothing,59.2,debit,clean_template
TXN3227473367,2025-01-01,PENDING GIG AK 65620,gig,Income,Freelance,Income > Freelance,219.83,credit,heavy_template
TXN9455921605,2025-04-12,Wages 2025-08-12,wages,Income,Salary,Income > Salary,7825.9,credit,clean_template
TXN9616488170,2025-08-26,TARGET 11/15 AUTH901,target,Shopping,Department Stores,Shopping > Department Stores,133.84,debit,clean_template
TXN7331039864,2024-12-30,POS PURCHASE AT&T NEW ERINSTAD,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,94.85,debit,clean_template
TXN9746078232,2025-08-10,TECH OR 56090,tech,Shopping,Electronics,Shopping > Electronics,1275.97,debit,clean_template
TXN1059234087,2025-08-27,CHK Metro 2025-10-31 REF:jB58,metro,Transportation,Public Transit,Transportation > Public Transit,9.77,debit,heavy_template
TXN4132715314,2025-05-02,VENMO * 26TV33,venmo,Income,Transfers,Income > Transfers,1578.18,credit,clean_template
TXN7436990847,2025-04-15,Subway 2025-10-24,subway,Food & Dining,Fast Food,Food & Dining > Fast Food,22.43,debit,clean_template
TXN3681899190,2025-04-18,Wj6 MICRO CENTER STORE 714,micro center,Shopping,Electronics,Shopping > Electronics,407.38,debit,clean_template
TXN8494196553,2025-08-22,Xfre ze2 INVESTMEN TSTORE 578 SECURE,investment,Income,Investments,Income > Investments,399.5,credit,heavy_noise
TXN5942617475,2025-08-29,RECURRING CONTRACT MARCH,contract,Income,Freelance,Income > Freelance,2357.1,credit,clean_template
TXN5335485569,2025-06-14,INVESTMENT 11/20 AUHT153,investment,Income,Investments,Income > Investments,406.47,credit,typo_light
TXN1192097794,2025-03-03,CHK Starbucks 2025-06-08 ID:629,starbucks,Food & Dining,Coffee Shops,Food & Dining > Coffee Shops,8.85,debit,heavy_template
TXN5213775280,2025-04-23,004 DEPOSIT INV0916,deposit,Income,Transfers,Income > Transfers,1153.82,credit,clean_template
TXN9235140536,2025-02-26,CONTACTLESS PRKING CHIP074,parking,Transportation,Parking,Transportation > Parking,13.75,debit,typo_light
TXN8674875121,2025-06-24,CONTACTLESS MICRO CENTER CHIP045,micro center,Shopping,Electronics,Shopping > Electronics,568.26,debit,clean_template
TXN2443541142,2025-04-25,PETROL * 81AI72,petrol,Transportation,Fuel,Transportation > Fuel,101.92,debit,clean_template
TXN9747860655,2025-11-18,AUTH CONTACTLESS JCPENNEY CHIP327 ID:298,jcpenney,Shopping,Department Stores,Shopping > Department Stores,40.9,debit,heavy_template
TXN0054680446,2024-12-12,PAYPAL *TRANSIT 905,transit,Transportation,Public Transit,Transportation > Public Transit,9.06,debit,clean_template
TXN3454083526,2024-12-21,PENDING RECURRING SUBWAY APRIL REF:Fy89,subway,Transportation,Public Transit,Transportation > Public Transit,18.93,debit,heavy_template
TXN1666040283,2025-06-13,433 ROBINHOOD INV9524,robinhood,Income,Investments,Income > Investments,455.31,credit,clean_template
TXN4702095128,2025-05-09,MOBILE SPRINT APP 059,sprint,Bills & Utilities,Phone,Bills & Utilities > Phone,109.97,debit,clean_template
TXN5784336836,2025-07-05,Power j2025-11-12,power,Bills & Utilities,Electricity,Bills & Utilities > Electricity,273.56,debit,typo_light
TXN4063403079,2025-01-25,Xfer PAYPAL *EBAY4 57 CONFIRMED,ebay,Shopping,E-Commerce,Shopping > E-Commerce,136.15,debit,heavy_noise
TXN8423140034,2025-02-27,CHECKCARD 2025-03-24 AMZN,amzn,Shopping,E-Commerce,Shopping > E-Commerce,141.11,debit,clean_template
TXN1401726482,2025-11-03,RECURRING DIRECT DEPOSIT SEPTEMBER,direct deposit,Income,Salary,Income > Salary,9862.66,credit,clean_template
TXN4747929238,2025-02-07,ONLINE PAYMENT T-MOBILE 3092163,t-mobile,Bills & Utilities,Phone,Bills & Utilities > Phone,72.72,debit,clean_template
TXN6503710668,2025-08-17,PENDING Fiverr 2025-03-29 PENDING,fiverr,Income,Freelance,Income > Freelance,649.48,credit,heavy_template
TXN0206332814,2025-10-26,5233 vl1 KFC STORE 262 REF:We22,kfc,Food & Dining,Fast Food,Food & Dining > Fast Food,19.15,debit,heavy_template
TXN5929627638,2025-07-09,5126 MARKET TX 33784,market,Food & Dining,Groceries,Food & Dining > Groceries,131.08,debit,heavy_template
TXN2500394106,2025-05-18,TARGET WA 10415,target,Shopping,Department Stores,Shopping > Department Stores,223.86,debit,clean_template
TXN3715083796,2025-03-04,GRILL * 08fB77,grill,Food & Dining,Restaurants,Food & Dining > Restaurants,54.79,debit,clean_template
TXN3068910509,2025-10-26,aC2 SALARY STORE 648,salary,Income,Salary,Income > Salary,4318.76,credit,clean_template
TXN8323838356,2025-08-26,CONTACTLESS AT&T CHIP080,at&t,Bills & Utilities,Phone,Bills & Utilities > Phone,40.06,debit,clean_template
TXN2627027838,2025-08-01,RuECURRING ETSY DECEMBER,etsy,Shopping,E-Commerce,Shopping > E-Commerce,289.51,debit,typo_light
TXN0519418174,2025-05-10,POS PURCHASE MARKET CHRISTINASTAD,market,Food & Dining,Groceries,Food & Dining > Groceries,28.36,debit,clean_template
TXN4480948769,2025-05-02,TK8 VENMO STORE 632,venmo,Income,Transfers,Income > Transfers,1753.13,credit,clean_template
TXN3570015936,2025-10-16,AUTH PAYPAL *WALMART 286 REF:Tu99,walmart,Food & Dining,Groceries,Food & Dining > Groceries,222.08,debit,heavy_template
TXN5782800854,2025-09-03,PAYPAL *AMZN 321,amzn,Shopping,E-Commerce,Shopping > E-Commerce,233.34,debit,clean_template
TXN3109930262,2025-03-30,TFjR PAYPAL *UBE R714 CONFIRMED,uber,Transportation,Rideshare,Transportation > Rideshare,10.06,debit,heavy_noise
TXN0935154343,2025-06-08,RECURRING AQUA JUNE,aqua,Bills & Utilities,Water,Bills & Utilities > Water,75.14,debit,clean_template
TXN9096513713,2025-04-12,RECURRING UPWORK AUGUST,upwork,Income,Freelance,Income > Freelance,1540.74,credit,clean_template
TXN5549152542,2025-07-15,KOHLS 11/19 AUTH469,kohls,Shopping,Department Stores,Shopping > Department Stores,249.55,debit,clean_template
TXN8993638186,2025-10-12,Bistro 2025-07-16,bistro,Food & Dining,Restaurants,Food & Dining > Restaurants,81.64,debit,clean_template
TXN4330638896,2025-10-11,436 ONLINE INV8510,online,Shopping,E-Commerce,Shopping > E-Commerce,186.63,debit,clean_template
TXN5739771398,2025-02-24,WEBSTORE MS 65503,webstore,Shopping,E-Commerce,Shopping > E-Commerce,45.37,debit,clean_template
TXN9891321751,2025-11-22,AUTH CONTACTLESS DINER CHIP703 REF:oI92,diner,Food & Dining,Restaurants,Food & Dining > Restaurants,135.5,debit,heavy_template
TXN6697761095,2025-07-23,COTACTLESS CELL CHIP784,cell,Bills & Utilities,Phone,Bills & Utilities > Phone,136.59,debit,typo_light
TXN4018397259,2025-11-22,POS PURCHASE SALARY LAKE SEAN,salary,Income,Salary,Income > Salary,4617.32,credit,clean_template
TXN2954974522,2025-07-22,POS ONLINE PAYMENT POWER 188192 SECURE,power,Bills & Utilities,Electricity,Bills & Utilities > Electricity,254.46,debit,heavy_noise
TXN6052427899,2025-10-28,WEBSTOER * 38OH84,webstore,Shopping,E-Commerce,Shopping > E-Commerce,68.55,debit,typo_light
TXN4694267730,2024-11-28,CHK POS PURCHASE AQUA LEONARDBURY,aqua,Bills & Utilities,Water,Bills & Utilities > Water,38.64,debit,heavy_template
TXN3646193735,2025-01-15,AMAZON,amazon,Shopping,E-Commerce,Shopping > E-Commerce,153.53,debit,clean_template
TXN0156405186,2025-01-13,PENDING 178 MARKET INV9827,market,Food & Dining,Groceries,Food & Dining > Groceries,75.04,debit,heavy_template
TXN0244976547,2025-11-13,7359 202 BP INV6728 REF:Wi35,bp,Transportation,Fuel,Transportation > Fuel,56.56,debit,heavy_template
TXN1547234028,2025-08-30,MOBILE GAS APP 560,gas,Transportation,Fuel,Transportation > Fuel,43.25,debit,clean_template
TXN1879714012,2025-03-02,4717 CHECKCARD 2025-08-09 TAXI REF:qV65,taxi,Transportation,Rideshare,Transportation > Rideshare,53.58,debit,heavy_template
TXN2043153312,2024-12-21,RECURRING SAFEWAY AUGUST,safeway,Food & Dining,Groceries,Food & Dining > Groceries,163.24,debit,clean_template
TXN6067539441,2025-04-01,PENDING SPECTRUM * 54EG58 ID:076,spectrum,Bills & Utilities,Internet,Bills & Utilities > Internet,49.26,debit,heavy_template
TXN5824589747,2025-08-11,MOBILE DOMINOS APP 199,dominos,Food & Dining,Restaurants,Food & Dining > Restaurants,147.89,debit,clean_template
TXN5903471288,2025-11-15,7Investment 2025-07-31,investment,Income,Investments,Income > Investments,427.25,credit,typo_light
TXN3632493089,2025-11-20,RECURRIN GAQUA DECEMBER,aqua,Bills & Utilities,Water,Bills & Utilities > Water,73.41,debit,typo_light
TXN0582664352,2025-04-17,GRAB AR 09195,grab,Transportation,Rideshare,Transportation > Rideshare,51.58,debit,clean_template
TXN8916731040,2025-08-10,RECURRING CHEVRON MARCH,chevron,Transportation,Fuel,Transportation > Fuel,33.19,debit,heavy_template
TXN1920288432,2025-10-13,PAYPAL *OLA 657,ola,Transportation,Rideshare,Transportation > Rideshare,66.41,debit,clean_template
TXN4486496684,2025-10-19,MAKET,market,Food & Dining,Groceries,Food & Dining > Groceries,163.44,debit,typo_light
TXN6292689889,2025-09-21,INTL UTILITY PE FEE38,utility,Bills & Utilities,Electricity,Bills & Utilities > Electricity,263.26,debit,clean_template
TXN5180869551,2025-07-22,CHECKCARD 2025-06-12 DIVIDEND,dividend,Income,Investments,Income > Investments,133.18,credit,clean_template
TXN9601469276,2025-03-31,MOBILE SALARY AP 096,salary,Income,Salary,Income > Salary,9994.74,credit,typo_light
TXN8108751453,2025-09-19,RECURRING MARKET APRIL,market,Food & Dining,Groceries,Food & Dining > Groceries,81.53,debit,clean_template
